Gene A,Gene B,Uniprot A,Uniprot B,Symbol A,Symbol B,,,
56001,286077,UNKNOWN,Q6ZRV2,NXF2,FAM83H,,,
6141,55661,Q07020,Q96GQ7,RPL18,DDX27,,,
1146,51412,P07510,O94805,CHRNG,ACTL6B,,,
7775,353274,Q9UNY5-2,P59923,ZNF232,ZNF445,,,
2267,2966,Q08830,Q13888,FGL1,GTF2H2,,,
51422,8487,Q9UGJ0-2,O14893-2,PRKAG2,SIP1,,,
3014,51659,P16104,Q9Y248,H2AFX,GINS2,,,
7434,146223,P41587,Q8IZR5-2,VIPR2,CMTM4,,,
54915,11124,Q9BYJ9,Q9UNN5-2,YTHDF1,FAF1,,,
9338,80139,Q15170-2,Q9H7S9,TCEAL1,ZNF703,,,
83795,84514,Q96T55-4,Q8N2G8-2,KCNK16,GHDC,,,
5371,10197,P29590-2,P61289-2,PML,PSME3,,,
55200,60,Q3KR16,P60709,PLEKHG6,ACTB,,,
23378,79682,O43159,Q71F23-2,RRP8,MLF1IP,,,
682,57020,P35613-2,Q7Z3J2,BSG,C16orf62,,,
9277,7745,B0UZZ8,Q15776,WDR46,ZNF192,,,
2215,100510688,E9PNY5,Q5SP12,FCGR3B,LOC100510688,,,
140,55705,P33765-2,Q96P70,ADORA3,IPO9,,,
80726,11196,Q9H0B3-2,Q9Y6Y8-2,KIAA1683,SEC23IP,,,
7692,51081,P52736-2,Q9Y2R9,ZNF133,MRPS7,,,
4861,5567,Q99742,P22694-2,NPAS1,PRKACB,,,
57456,151903,Q96AT1,Q8WUD4,KIAA1143,CCDC12,,,
286826,10767,Q5TKA1-2,Q9Y450-4,LIN9,HBS1L,,,
54575,5655,Q9HAW8,O43240,UGT1A10,KLK10,,,
8788,11230,P80370,O60831,DLK1,PRAF2,,,
57642,1031,Q9P218-2,P42773,COL20A1,CDKN2C,,,
7850,64924,P27930,Q8TAD4,IL1R2,SLC30A5,,,
10390,4301,Q9Y6K0,P55196-1,CEPT1,MLLT4,,,
202915,4301,UNKNOWN,P55196-1,TMEM184A,MLLT4,,,
682,26052,P35613-2,Q9UQ16-2,BSG,DNM3,,,
57561,8795,Q96B67,O14763-2,ARRDC3,TNFRSF10B,,,
94086,55846,Q9BQS6,Q969R8,HSPB9,ITFG2,,,
3598,10135,Q14627,P43490,IL13RA2,NAMPT,,,
254427,80273,Q86WR7,Q9HAV7,C10orf47,GRPEL1,,,
84866,79029,Q86YD3-2,Q9BVQ7-2,TMEM25,SPATA5L1,,,
7048,64844,P37173,Q9H992,TGFBR2,MARCH7,,,
322,79877,O00213-2,Q8WVC6,APBB1,DCAKD,,,
55771,6122,Q96HE9,P39023,PRR11,RPL3,,,
445,23410,P00966,Q9NTG7,ASS1,SIRT3,,,
910,54928,P29016,Q9NX62,CD1B,IMPAD1,,,
7086,6491,P29401,Q15468-2,TKT,STIL,,,
9045,23378,P50914,O43159,RPL14,RRP8,,,
29997,6122,Q9NZM5,P39023,GLTSCR2,RPL3,,,
8399,84918,O15496,Q86VZ4,PLA2G10,LRP11,,,
11249,6879,O95156,Q15545,NXPH2,TAF7,,,
84569,51148,Q6UWQ5-2,Q5T4B2-2,LYZL1,CERCAM,,,
11249,197131,O95156,Q8IWV7,NXPH2,UBR1,,,
3133,51603,P13747,Q8N6R0-1,HLA-E,METTL13,,,
221188,83590,Q8IZF4,Q9BVT8,GPR114,TMUB1,,,
374291,5165,O75251,Q15120,NDUFS7,PDK3,,,
10218,2783,O43827,P62879,ANGPTL7,GNB2,,,
7101,92140,Q9Y466,Q86UE4,NR2E1,MTDH,,,
329,27429,Q13490,O43464-3,BIRC2,HTRA2,,,
9466,81542,Q6UWB1,Q9H3N1,IL27RA,TMX1,,,
7124,6009,P01375,Q15382,TNF,RHEB,,,
154091,64225,Q8TD20,Q8NHH9-2,SLC2A12,ATL2,,,
345757,5297,Q8TBP5,P42356,FAM174A,PI4KA,,,
943,11127,P28908,Q9Y496,TNFRSF8,KIF3A,,,
10380,4528,O95861,P46199,BPNT1,MTIF2,,,
55707,10498,Q9NVZ3,Q86X55-1,NECAP2,CARM1,,,
1527,23219,O15482,Q9NVF7,TEX28,FBXO28,,,
2253,9904,P55075-2,Q9Y4C8,FGF8,RBM19,,,
23162,10671,Q9UPT6,O00399,MAPK8IP3,DCTN6,,,
442247,23118,Q6ZWI9,Q9NYJ8,RFPL4B,TAB2,,,
968,5917,P34810,P54136,CD68,RARS,,,
9350,7428,O95813,P40337-3,CER1,VHL,,,
9217,4701,O95292,O95182,VAPB,NDUFA7,,,
9869,84085,Q15047-3,Q8TB52,SETDB1,FBXO30,,,
83942,3312,Q9BXA7,P11142,TSSK1B,HSPA8,,,
286075,60488,Q96C28,P82673-2,ZNF707,MRPS35,,,
374877,5789,Q8NA69,P23468-2,C19orf45,PTPRD,,,
6502,6491,Q13309,Q15468-2,SKP2,STIL,,,
51686,4199,A2A457,P48163,OAZ3,ME1,,,
5275,65125,Q9UIV8-2,Q9H4A3-2,SERPINB13,WNK1,,,
64768,55454,Q9H8X2,Q8N6G5,IPPK,CSGALNACT2,,,
2045,4884,Q15375-2,Q15818,EPHA7,NPTX1,,,
4745,2192,Q92832-2,P23142-2,NELL1,FBLN1,,,
10534,84948,O60232,Q53EQ6,SSSCA1,TIGD5,,,
140564,221092,Q96AK3,Q1KMD3,APOBEC3D,HNRNPUL2,,,
54886,115992,Q8TBJ4,Q96A37,LPPR1,RNF166,,,
1132,7277,P08173,P68366,CHRM4,TUBA4A,,,
284427,2787,Q8N5S1,P63218,SLC25A41,GNG5,,,
55506,84154,Q9P0M6,Q9H7B2,H2AFY2,RPF2,,,
9949,85313,Q9Y4X0,Q8WUA2,AMMECR1,PPIL4,,,
83440,4285,Q9BRR6-2,Q99797,ADPGK,MIPEP,,,
84445,4649,Q9BRK4,B2RTY4-2,LZTS2,MYO9A,,,
3795,2720,P50053-2,P16278-3,KHK,GLB1,,,
345757,79675,Q8TBP5,Q53R41-2,FAM174A,FASTKD1,,,
5110,89890,P22061-2,Q86V97,PCMT1,KBTBD6,,,
26051,5510,Q96T49,Q15435,PPP1R16B,PPP1R7,,,
5450,11101,Q16633,O95260,POU2AF1,ATE1,,,
6036,126006,P10153,Q8IVA1,RNASE2,PCP2,,,
3104,9841,P10074,O43167,ZBTB48,ZBTB24,,,
5155,2195,P01127,Q14517,PDGFB,FAT1,,,
146540,151987,A8K8V0-2,Q9NY27,ZNF785,PPP4R2,,,
83852,254773,Q96T68-2,Q86SG7,SETDB2,LYG2,,,
1511,22980,P08311,Q9BQ70,CTSG,TCF25,,,
10562,2077,Q6UX06,P50548,OLFM4,ERF,,,
64376,55791,Q9H5V7,Q5T3J3,IKZF5,C1orf103,,,
6383,57216,P34741,Q9ULK5,SDC2,VANGL2,,,
90655,1808,Q8IUE0,Q16555,TGIF2LY,DPYSL2,,,
80305,83693,Q9H4I3,Q3SXM5,TRABD,HSDL1,,,
9659,5493,Q5VU43-2,O60437,PDE4DIP,PPL,,,
2215,8828,E9PNY5,O60462-2,FCGR3B,NRP2,,,
7476,3309,O00755,P11021,WNT7A,HSPA5,,,
51135,391123,Q9NWZ3,Q5VU13,IRAK4,VSIG8,,,
8974,55700,O15460-2,Q3KQU3-2,P4HA2,MAP7D1,,,
64960,64968,P82914,P82932,MRPS15,MRPS6,,,
4637,5902,P60660-2,P43487,MYL6,RANBP1,,,
7570,57547,P17026,Q9P2J8-2,ZNF22,ZNF624,,,
1021,1029,Q00534,P42771,CDK6,CDKN2A,,,
64518,219743,Q9BXF9,Q2T9J0,TEKT3,TYSND1,,,
509,93974,P36542-2,Q9UII2,ATP5C1,ATPIF1,,,
50809,51203,Q5SSJ5,Q9BXS6-2,HP1BP3,NUSAP1,,,
221143,54583,Q8WVE0,Q9GZT9-2,N6AMT2,EGLN1,,,
11269,6317,Q9UMR2-2,P29508,DDX19B,SERPINB3,,,
23588,908,Q9Y2U9,P40227,KLHDC2,CCT6A,,,
80323,11118,Q9H2F9,P78410,CCDC68,BTN3A2,,,
60401,7083,UNKNOWN,P04183,EDA2R,TK1,,,
3554,22858,P14778,Q9UPZ9-2,IL1R1,ICK,,,
8795,55353,O14763-2,Q86VI4-2,TNFRSF10B,LAPTM4B,,,
8892,84068,P49770,Q0GE19,EIF2B2,SLC10A7,,,
412,10970,P08842,Q07065,STS,CKAP4,,,
2892,643853,P42263,Q6ZT21-2,GRIA3,TMPPE,,,
23162,55860,Q9UPT6,Q9NZ32,MAPK8IP3,ACTR10,,,
55577,4174,Q9UJ70,P33992,NAGK,MCM5,,,
5704,10592,P43686-2,O95347-2,PSMC4,SMC2,,,
55117,79053,Q9H2J7,Q9BVK2,SLC6A15,ALG8,,,
115584,84894,Q8WWX8-2,Q96FE5-2,SLC5A11,LINGO1,,,
920,317762,P01730,A6NKD9,CD4,CCDC85C,,,
9114,121457,P61421,Q70UQ0-4,ATP6V0D1,IKBIP,,,
84643,5439,Q8N4N8,P52435,KIF2B,POLR2J,,,
148753,7534,Q96GL9,P63104,FAM163A,YWHAZ,,,
6901,770,Q16635-2,O75493,TAZ,CA11,,,
8468,26037,O75344,O43166-2,FKBP6,SIPA1L1,,,
55771,6189,Q96HE9,P61247,PRR11,RPS3A,,,
79865,6643,Q5T2D2,O60749,TREML2,SNX2,,,
25834,79937,Q9UBM8,Q9BZ76,MGAT4C,CNTNAP3,,,
55619,3034,Q96BY6,P42357,DOCK10,HAL,,,
85437,56829,Q8TBF4,Q7Z2W4-2,ZCRB1,ZC3HAV1,,,
283208,64146,Q7Z4N8,Q9HBH1,P4HA3,PDF,,,
6142,7270,Q02543,Q15361,RPL18A,TTF1,,,
2358,27173,P25090,Q9NY26,FPR2,SLC39A1,,,
30832,23411,Q86Y25,Q96EB6,ZNF354C,SIRT1,,,
2796,55128,P01148,Q6AZZ1,GNRH1,TRIM68,,,
79084,22948,Q9BQA1,P48643,WDR77,CCT5,,,
54956,23195,Q8N5Y8-3,Q9NU22,PARP16,MDN1,,,
28755,7277,P01848,P68366,TRAC,TUBA4A,,,
27074,5875,Q9UQV4,Q92696,LAMP3,RABGGTA,,,
3452,51234,P01568,Q5J8M3,IFNA21,TMEM85,,,
83648,79874,Q96KS9,Q9H5N1-2,FAM167A,RABEP2,,,
4291,286077,P58340,Q6ZRV2,MLF1,FAM83H,,,
6158,6175,P46779,P05388,RPL28,RPLP0,,,
11045,117247,O00322-2,Q8TF71,UPK1A,SLC16A10,,,
254013,3329,Q8IXQ9,P10809,METTL20,HSPD1,,,
4869,692312,P06748-2,Q9NQ55-2,NPM1,PPAN-P2RY11,,,
9045,117246,P50914,Q8IY81,RPL14,FTSJ3,,,
54715,3613,Q9NWB1-5,O14732-2,RBFOX1,IMPA2,,,
284451,4836,Q3SX64,P30419-2,ODF3L2,NMT1,,,
283208,7249,Q7Z4N8,P49815-2,P4HA3,TSC2,,,
22889,1890,Q7Z7F0,P19971,KIAA0907,TYMP,,,
84190,54039,Q8N6Q8,P57721-2,C12orf26,PCBP3,,,
6141,2339,Q07020,P49354-2,RPL18,FNTA,,,
146456,84750,Q8WW62,Q6P4F1-2,TMED6,FUT10,,,
64805,10682,Q9H244,Q15125,P2RY12,EBP,,,
56993,27347,Q9NS69,Q9UEW8,TOMM22,STK39,,,
9987,10605,O14979-2,Q9H074-2,HNRPDL,PAIP1,,,
139422,23076,Q96LZ2,Q14684-2,MAGEB10,RRP1B,,,
8220,23640,Q96DF8,Q9NZL4,DGCR14,HSPBP1,,,
2765,7846,Q99445,Q71U36,GML,TUBA1A,,,
7101,138199,Q9Y466,Q8N4J0,NR2E1,C9orf41,,,
347862,83990,Q8NB37-2,Q9BX63,PDDC1,BRIP1,,,
10090,64132,Q9Y2C2,Q9H1B5,UST,XYLT2,,,
165545,84085,Q8TE96-2,Q8TB52,DQX1,FBXO30,,,
81034,55163,Q9H2D1,Q9NVS9,SLC25A32,PNPO,,,
22901,55278,Q96EG1,Q9H0R6,ARSG,QRSL1,,,
9638,81857,Q99689,Q71SY5-2,FEZ1,MED25,,,
25794,22847,O14926,Q8TCN5,FSCN2,ZNF507,,,
386724,821,Q86WK7,P27824,AMIGO3,CANX,,,
23673,8892,Q86Y82,P49770,STX12,EIF2B2,,,
79740,23649,A8MT70-2,Q14181,ZBBX,POLA2,,,
23016,55596,Q15024,Q6NZY4,EXOSC7,ZCCHC8,,,
80864,4189,Q99944,Q9UBS3,EGFL8,DNAJB9,,,
719,7905,Q16581,Q00765,C3AR1,REEP5,,,
6382,10691,P18827,Q9Y692-2,SDC1,GMEB1,,,
2254,118924,P31371,Q70Z53-2,FGF9,FRA10AC1,,,
2662,22847,P55107,Q8TCN5,GDF10,ZNF507,,,
4792,28985,P25963,Q9ULC4-2,NFKBIA,MCTS1,,,
55216,57461,Q6ZUT1-2,Q9ULR0-1,C11orf57,ISY1,,,
2844,10953,Q99679,Q15785,GPR21,TOMM34,,,
140290,79095,Q8TDR4,Q9BUW7,TCP10L,C9orf16,,,
1230,1969,P32246,P29317,CCR1,EPHA2,,,
29997,51023,Q9NZM5,Q9Y3D5,GLTSCR2,MRPS18C,,,
196441,60488,O60293,P82673-2,ZFC3H1,MRPS35,,,
221154,1454,Q8IYU8,P49674,EFHA1,CSNK1E,,,
9659,6280,Q5VU43-2,P06702,PDE4DIP,S100A9,,,
23107,51021,Q92552,Q9Y3D3,MRPS27,MRPS16,,,
203328,374897,Q96L08-2,E9PBV3,SUSD3,SBSN,,,
4610,286077,P12524-2,Q6ZRV2,MYCL1,FAM83H,,,
9486,4884,O43529,Q15818,CHST10,NPTX1,,,
93492,25822,Q6XPS3-3,O75953,TPTE2,DNAJB5,,,
1901,2787,P21453,P63218,S1PR1,GNG5,,,
2253,9790,P55075-2,Q14692,FGF8,BMS1,,,
5133,53,Q15116,P11117,PDCD1,ACP2,,,
7059,322,P49746,O00213-2,THBS3,APBB1,,,
29915,23386,Q9Y5Z7,Q8IVD9,HCFC2,NUDCD3,,,
84330,114880,Q96IQ9,Q9BZF3-2,ZNF414,OSBPL6,,,
2253,55342,P55075-2,Q96SI9-2,FGF8,STRBP,,,
10539,6714,O76003,P12931-2,GLRX3,SRC,,,
6009,3920,Q15382,P13473-2,RHEB,LAMP2,,,
55168,64975,Q9NVS2,Q8IXM3,MRPS18A,MRPL41,,,
1949,81559,Q15768,Q96F44-2,EFNB3,TRIM11,,,
3433,9230,P09913,Q15907,IFIT2,RAB11B,,,
79991,197370,Q9H668,Q8WV22,OBFC1,NSMCE1,,,
6156,6161,P62888,P62910,RPL30,RPL32,,,
7351,6318,P55851,P48594,UCP2,SERPINB4,,,
9232,345651,O95997,Q562R1,PTTG1,ACTBL2,,,
10261,1176,O95976,Q92572,IGSF6,AP3S1,,,
11045,84920,O00322-2,Q5BKT4,UPK1A,ALG10,,,
54414,3913,Q9HAT2-2,P55268,SIAE,LAMB2,,,
1667,5361,UNKNOWN,Q9UIW2,DEFA1,PLXNA1,,,
7266,55181,Q99615,Q8ND04-2,DNAJC7,C17orf71,,,
83998,63891,Q9BYZ8,Q5XPI4,REG4,RNF123,,,
84735,79694,Q96KN2,Q5SRI9,CNDP1,MANEA,,,
140685,53615,Q86UZ6,O95983-2,ZBTB46,MBD3,,,
6396,79023,P55735,Q8NFH4,SEC13,NUP37,,,
26994,659,Q9Y3C5,Q13873,RNF11,BMPR2,,,
126306,113146,Q96MG2,Q8IVF2-3,JSRP1,AHNAK2,,,
7266,5426,Q99615,Q07864,DNAJC7,POLE,,,
10099,643246,O60637,A6NCE7,TSPAN3,MAP1LC3B2,,,
5641,10954,Q99538,Q14554,LGMN,PDIA5,,,
55506,10514,Q9P0M6,Q9BQG0-2,H2AFY2,MYBBP1A,,,
2253,90957,P55075-2,Q6P158,FGF8,DHX57,,,
23632,22796,Q9ULX7,Q14746,CA14,COG2,,,
56342,6168,UNKNOWN,P61513,PPAN,RPL37A,,,
64963,63931,P82912-2,O60783,MRPS11,MRPS14,,,
29915,10575,Q9Y5Z7,P50991,HCFC2,CCT4,,,
4204,54487,P51608,Q8WYQ5-3,MECP2,DGCR8,,,
51654,7520,Q96SZ6-2,P13010,CDK5RAP1,XRCC5,,,
2961,7360,P29084,Q16851,GTF2E2,UGP2,,,
11127,653145,Q9Y496,P13928,KIF3A,ANXA8,,,
23193,10576,Q14697-2,P78371,GANAB,CCT2,,,
201798,26128,Q8IY51,Q96EK5,TIGD4,KIAA1279,,,
11151,23272,P31146,Q9UK61-3,CORO1A,C3orf63,,,
9412,1456,Q13503,Q9Y6M4-2,MED21,CSNK1G3,,,
127428,26057,Q96MN5,O75179-2,TCEANC2,ANKRD17,,,
4988,545,P35372-10,Q13535,OPRM1,ATR,,,
339479,55102,Q76B58,Q96BY7,FAM5C,ATG2B,,,
6320,84726,Q9Y240,Q5JSZ5-5,CLEC11A,PRRC2B,,,
58504,1385,Q7Z5H3-2,P16220-2,ARHGAP22,CREB1,,,
51294,5099,Q9NPG4,O60245-2,PCDH12,PCDH7,,,
63898,7278,Q9H788,Q13748,SH2D4A,TUBA3C,,,
6726,56852,P49458,Q9NS91,SRP9,RAD18,,,
338872,1291,UNKNOWN,P12109,C1QTNF9,COL6A1,,,
29785,9019,Q96SQ9-2,O95297-2,CYP2S1,MPZL1,,,
10605,3014,Q9H074-2,P16104,PAIP1,H2AFX,,,
284467,2192,Q7Z5A8-2,P23142-2,FAM19A3,FBLN1,,,
3358,653519,P28335,B7ZAQ6-2,HTR2C,GPR89A,,,
10456,1804,O00165-2,P42658-2,HAX1,DPP6,,,
2355,10498,P15408,Q86X55-1,FOSL2,CARM1,,,
54434,29767,Q8WYL5,Q9NZR1,SSH1,TMOD2,,,
4711,4707,O43674,O75438,NDUFB5,NDUFB1,,,
11117,23403,Q96IH6,Q6PJ61,EMILIN1,FBXO46,,,
84450,56987,Q96ME7,Q8WY36-2,ZNF512,BBX,,,
148014,8500,Q8N6N2,Q13136-2,TTC9B,PPFIA1,,,
340547,10466,Q86XK7,Q9UP83-2,VSIG1,COG5,,,
414149,5793,Q8N6N7,P23470-2,ACBD7,PTPRG,,,
25818,54903,Q9Y337,Q9NXB0-2,KLK5,MKS1,,,
9184,908,O43684-2,P40227,BUB3,CCT6A,,,
11054,1019,Q9NZT2-2,P11802,OGFR,CDK4,,,
51601,51684,Q9Y234,Q9UMX1,LIPT1,SUFU,,,
6636,27257,P62306,O15116,SNRPF,LSM1,,,
29766,55930,Q9NYL9,Q9NQX4,TMOD3,MYO5C,,,
7549,64282,Q9BSG1,Q8NDF8,ZNF2,PAPD5,,,
10641,57631,Q8WTW4,Q5VUJ6,NPRL2,LRCH2,,,
8399,2192,O15496,P23142-2,PLA2G10,FBLN1,,,
6208,25983,P62263,Q8NEJ9-2,RPS14,NGDN,,,
3383,55526,P05362,Q96HY7,ICAM1,DHTKD1,,,
7433,201562,P32241,Q6Y1H2,VIPR1,PTPLB,,,
6129,64412,P18124,Q9H116,RPL7,GZF1,,,
2844,84197,Q99679,Q9H5K3,GPR21,SGK196,,,
2515,81543,Q99965-2,Q9BY71,ADAM2,LRRC3,,,
8747,81543,Q9UKJ8,Q9BY71,ADAM21,LRRC3,,,
10152,23363,Q9NYB9-2,O75147-1,ABI2,OBSL1,,,
147719,157680,Q6UWN0-2,Q7Z7G8-2,LYPD4,VPS13B,,,
1763,2730,P51530,P48507,DNA2,GCLM,,,
3104,64963,P10074,P82912-2,ZBTB48,MRPS11,,,
129804,51061,Q53RD9-2,Q6PKC3-2,FBLN7,TXNDC11,,,
23378,6175,O43159,P05388,RRP8,RPLP0,,,
8468,23759,O75344,Q13356-2,FKBP6,PPIL2,,,
1044,26024,P47902-2,O75127,CDX1,PTCD1,,,
6202,60488,P62241,P82673-2,RPS8,MRPS35,,,
11127,127829,Q9Y496,Q96BM9,KIF3A,ARL8A,,,
162427,23555,Q86VR2,O95858,FAM134C,TSPAN15,,,
6102,23244,O75695,Q29RF7,RP2,PDS5A,,,
11041,51103,O43505,Q9Y375,B3GNT1,NDUFAF1,,,
3623,3309,P05111,P11021,INHA,HSPA5,,,
5701,8776,P35998,Q13613-2,PSMC2,MTMR1,,,
23708,1993,Q8IYD1,Q12926-2,GSPT2,ELAVL2,,,
10617,160,O95630,O95782-2,STAMBP,AP2A1,,,
140850,10540,UNKNOWN,Q13561-2,DEFB127,DCTN2,,,
11017,8615,Q8WVK2,O60763-2,SNRNP27,USO1,,,
338809,2820,Q32Q52,P43304-2,C12orf74,GPD2,,,
8803,85865,Q9P2R7-2,A4D1E9,SUCLA2,GTPBP10,,,
10573,54948,Q13084,Q9NX20,MRPL28,MRPL16,,,
64377,57190,Q9H2A9,Q9NZV5-2,CHST8,SEPN1,,,
440193,10840,Q9P219-2,O75891,CCDC88C,ALDH1L1,,,
131965,10611,Q8TCB7,Q96HC4,METTL6,PDLIM5,,,
2099,5409,P03372,P11086,ESR1,PNMT,,,
1902,9482,Q92633,Q9UNK0,LPAR1,STX8,,,
84290,59,Q96L46,P62736,CAPNS2,ACTA2,,,
338761,55824,Q86Z23,Q9NWQ8,C1QL4,PAG1,,,
30832,23468,Q86Y25,P45973,ZNF354C,CBX5,,,
54849,55764,Q6ZN54-2,Q9HBG6-2,DEF8,IFT122,,,
404216,5188,Q8N1V8,O75879,C10orf85,PET112L,,,
7579,8969,P17040-3,P0C0S8,ZSCAN20,HIST1H2AG,,,
23378,22907,O43159,Q7L2E3-2,RRP8,DHX30,,,
10100,253558,O60636,Q6UWP7-2,TSPAN2,LCLAT1,,,
2288,3320,Q02790,P07900-2,FKBP4,HSP90AA1,,,
11041,84889,O43505,Q8WY07,B3GNT1,SLC7A3,,,
6570,3985,E9PDJ5,B5MC51,SLC18A1,LIMK2,,,
6570,94097,E9PDJ5,Q8TD22,SLC18A1,SFXN5,,,
221662,51806,UNKNOWN,Q9NZT1,RBM24,CALML5,,,
8440,1796,O43639,Q99704-3,NCK2,DOK1,,,
25818,8904,Q9Y337,Q99829,KLK5,CPNE1,,,
116254,9334,Q9NU53,O43286,C6orf72,B4GALT5,,,
5297,6280,P42356,P06702,PI4KA,S100A9,,,
8601,5558,B3KSW4,P49643,RGS20,PRIM2,,,
93492,6744,Q6XPS3-3,P28290,TPTE2,SSFA2,,,
163590,84068,Q8NFQ8,Q0GE19,TOR1AIP2,SLC10A7,,,
56894,57410,Q9NRZ7-2,Q96KG9-2,AGPAT3,SCYL1,,,
65078,6646,Q9BZR6,P35610,RTN4R,SOAT1,,,
92906,55339,Q8WVV9-4,Q9C0J8,HNRPLL,WDR33,,,
55697,65010,Q08AM6,Q9BXS9-2,VAC14,SLC26A6,,,
2358,10550,P25090,O75915,FPR2,ARL6IP5,,,
4916,57465,Q16288-2,Q9ULP9-2,NTRK3,TBC1D24,,,
1175,7314,P53680,P0CG47,AP2S1,UBB,,,
1595,345651,Q16850,Q562R1,CYP51A1,ACTBL2,,,
8409,5434,Q9UBK9,P19388,UXT,POLR2E,,,
2844,10682,Q99679,Q15125,GPR21,EBP,,,
11017,9341,Q8WVK2,Q15836,SNRNP27,VAMP3,,,
55031,9341,Q96K76,Q15836,USP47,VAMP3,,,
170572,1605,Q8WXA8,Q14118,HTR3C,DAG1,,,
79848,29922,Q1MSJ5-1,Q9Y5B8-2,CSPP1,NME7,,,
23378,65265,O43159,Q9H7E9-2,RRP8,C8orf33,,,
55584,57655,Q9UGM1,Q96CP6-2,CHRNA9,GRAMD1A,,,
55282,6907,Q1X8D7,O60907-2,LRRC36,TBL1X,,,
256435,5445,Q8NDV1-2,Q15165-1,ST6GALNAC3,PON2,,,
241,118924,P20292,Q70Z53-2,ALOX5AP,FRA10AC1,,,
23001,1663,Q8IZQ1-2,Q96FC9-2,WDFY3,DDX11,,,
79865,118987,Q5T2D2,Q8NEN9,TREML2,PDZD8,,,
51116,7165,Q9Y399,O43399-2,MRPS2,TPD52L2,,,
25818,146956,Q9Y337,Q96AY2-2,KLK5,EME1,,,
3275,22843,P55345,Q8WY54-2,PRMT2,PPM1E,,,
1327,1629,P13073,P11182,COX4I1,DBT,,,
412,286410,P08842,Q8NB49-2,STS,ATP11C,,,
164395,10576,Q3SXZ7-3,P78371,TTLL9,CCT2,,,
80005,25894,Q9H7D0-2,Q58EX7-2,DOCK5,PLEKHG4,,,
23291,26995,Q9UKB1-2,O95900,FBXW11,TRUB2,,,
196441,79871,O60293,Q8IXW5-2,ZFC3H1,RPAP2,,,
54413,5291,Q9NZ94-2,P42338,NLGN3,PIK3CB,,,
84908,51444,Q96C01,Q8WVD3-2,FAM136A,RNF138,,,
221662,3501,UNKNOWN,P01859,RBM24,IGHG2,,,
114898,10609,Q9BXJ5,Q92791,C1QTNF2,LEPREL4,,,
3749,9529,Q03721-2,Q9UL15-2,KCNC4,BAG5,,,
54682,22933,Q9H8J5,Q8IXJ6-2,MANSC1,SIRT2,,,
6625,6434,P08621,P62995-3,SNRNP70,TRA2B,,,
9412,9482,Q13503,Q9UNK0,MED21,STX8,,,
51208,345651,P56856-2,Q562R1,CLDN18,ACTBL2,,,
5553,23405,P13727,Q9UPY3,PRG2,DICER1,,,
79065,267,Q7Z3C6-2,Q9UKV5,ATG9A,AMFR,,,
6570,51094,E9PDJ5,Q96A54,SLC18A1,ADIPOR1,,,
375298,5496,Q49MI3-2,O15355,CERKL,PPM1G,,,
51564,114984,Q8WUI4-10,Q96CP2,HDAC7,FLYWCH2,,,
9933,84186,Q15397,Q8N3Z6,KIAA0020,ZCCHC7,,,
23507,80213,Q6P9F7,Q9BRN9,LRRC8B,TM2D3,,,
55630,80856,Q6P5W5-2,Q9C0E8-2,SLC39A4,KIAA1715,,,
54069,10540,Q9NYP9,Q13561-2,MIS18A,DCTN2,,,
5155,708,P01127,Q07021,PDGFB,C1QBP,,,
644591,60,A2BFH1,P60709,PPIAL4G,ACTB,,,
6869,25844,P25103,Q9GZM5,TACR1,YIPF3,,,
2342,5167,P49356,P22413,FNTB,ENPP1,,,
51073,51550,Q9BYD3-2,Q9BW66,MRPL4,CINP,,,
3608,23378,Q12905,O43159,ILF2,RRP8,,,
284067,6273,B2RV13,P29034,C17orf105,S100A2,,,
162427,6522,Q86VR2,P04920-2,FAM134C,SLC4A2,,,
9152,10550,Q9Y345,O75915,SLC6A5,ARL6IP5,,,
117584,84455,UNKNOWN,A8K855-2,RFFL,EFCAB7,,,
3113,53834,P20036,Q8N441,HLA-DPA1,FGFRL1,,,
29953,79694,Q9UKU6,Q5SRI9,TRHDE,MANEA,,,
55216,8220,Q6ZUT1-2,Q96DF8,C11orf57,DGCR14,,,
158234,51021,Q6PF06,Q9Y3D3,RG9MTD3,MRPS16,,,
151188,29082,Q8N6S5,Q9BY43,ARL6IP6,CHMP4A,,,
3146,7278,P09429,Q13748,HMGB1,TUBA3C,,,
6202,65008,P62241,Q9BYD6,RPS8,MRPL1,,,
114990,26046,Q6EMK4,O94822,VASN,LTN1,,,
2253,57216,P55075-2,Q9ULK5,FGF8,VANGL2,,,
56110,10712,Q9Y5G8-2,P81408-2,PCDHGA5,FAM189B,,,
56938,4482,Q8WYA1-3,Q9UJ68-2,ARNTL2,MSRA,,,
5297,810,P42356,P27482,PI4KA,CALML3,,,
55584,7982,Q9UGM1,Q9NRC1-4,CHRNA9,ST7,,,
7555,23378,P62633-2,O43159,CNBP,RRP8,,,
25953,6895,Q8N490-2,Q15633-2,PNKD,TARBP2,,,
10127,60488,O14978,P82673-2,ZNF263,MRPS35,,,
181,2896,O00253,P28799,AGRP,GRN,,,
79133,22843,Q5TEU4,Q8WY54-2,C20orf7,PPM1E,,,
203259,57590,Q8IW50-3,Q8IWB7,C9orf25,WDFY1,,,
26018,9860,Q96JA1,O94898,LRIG1,LRIG2,,,
7472,3309,P09544,P11021,WNT2,HSPA5,,,
