cluster,SymbolA,SymbolB,
315,IL1R1,ICK,
217,NAGK,MCM5,
745,SLC5A11,LINGO1,
57,FAM163A,YWHAZ,
167,FKBP6,SIPA1L1,
243,TREML2,SNX2,
17,WDR77,CCT5,
70,METTL20,HSPD1,
532,ODF3L2,NMT1,
1033,C12orf26,PCBP3,
1202,TMED6,FUT10,
762,FSCN2,ZNF507,
48,EXOSC7,ZCCHC8,
16,MRPS27,MRPS16,
3,MRPS18A,MRPL41,
6,PTTG1,ACTBL2,
144,REG4,RNF123,
2,ZBTB46,MBD3,
108,SEC13,NUP37,
941,LGMN,PDIA5,
16,MRPS11,MRPS14,
17,GANAB,CCT2,
163,TIGD4,KIAA1279,
15,HAX1,DPP6,
6,SSH1,TMOD2,
14,NDUFB5,NDUFB1,
395,LIPT1,SUFU,
1,SNRPF,LSM1,
280,FBLN7,TXNDC11,
167,FKBP6,PPIL2,
7,GSPT2,ELAVL2,
127,DEFB127,DCTN2,
3,MRPL28,MRPL16,
843,CCDC88C,ALDH1L1,
1308,ESR1,PNMT,
98,FKBP4,HSP90AA1,
375,KLK5,CPNE1,
6,CYP51A1,ACTBL2,
996,ALOX5AP,FRA10AC1,
17,TTLL9,CCT2,
21,KIAA0020,ZCCHC7,
46,C17orf105,S100A2,
617,RFFL,EFCAB7,
16,RG9MTD3,MRPS16,
3,RPS8,MRPL1,
153,ARNTL2,MSRA,
69,WNT2,HSPA5,
957,DCAF4L1,CUL4B,
315,CENPL,ICK,
16,RG9MTD3,MRPS25,
803,CTRC,SUMF1,
1136,BMP5,KIAA0564,
16,MRPS2,MRPS28,
32,JMJD6,PUF60,
364,F7,NMU,
1040,LRRC42,SUGT1,
155,SPPL2B,ALG10,
17,TTLL3,CCT3,
448,PLA1A,DNLZ,
35,POLR3GL,POLR1D,
352,NUP50,KPNB1,
1212,FAM134B,MAP1LC3B2,
103,PCDHA9,LONP2,
56,C2orf77,LRRC15,
112,TRIM5,YARS,
1235,GLT1D1,RUFY3,
1218,DHRS9,KIAA1919,
1197,CUEDC2,KHK,
25,WDR83,CCDC12,
20,SYDE1,RPAP2,
147,CAMTA2,PSME3,
582,ALG3,ALDH3B1,
509,PDLIM1,ACTN4,
1275,TMEFF1,ATP2C1,
44,ZSCAN12,GSDMA,
83,PSMD5,PSMD3,
894,HIST1H1A,ZC3H8,
16,MRPS27,MRPS18B,
447,FBXO44,SKP1,
234,CPSF4L,FIP1L1,
1014,AGXT2L1,ZC3HC1,
1,SNRPF,EFTUD2,
398,DBF4B,MAP1B,
20,PIH1D1,GPN1,
2,MTA1,ZNF512B,
68,EIF3E,PRRC2B,
95,VASH2,NME2P1,
6,NDUFA4L2,ACTBL2,
896,BRF2,LOC100509631,
959,NOV,NFKB1,
3,MRPL39,C7orf30,
3,MRPL39,MRPL1,
17,ODF1,CCT2,
540,STK32A,CST7,
420,PYCR1,PYCRL,
1145,CD7,MYADM,
21,CNBP,TTF1,
7,GSPT2,ZC3H11A,
1188,AGPAT6,DFNA5,
57,SAMD4A,YWHAH,
4,HSPBP1,HSPA2,
1280,TXNIP,TXN2,
22,RBM24,LGALS7B,
17,DNAI2,TCP1,
141,SNRNP70,SMN2,
74,GNG3,GNAI1,
95,CLRN3,NME2P1,
16,RPL6,MRPS22,
1147,MYBPHL,CASK,
13,REPS1,AP2A1,
6,ACTBL2,MYO6,
20,LMO2,POLR2F,
41,SNIP1,SRRM2,
10,CAMKV,NAF1,
34,WDR76,LIG3,
20,POLR2D,POLR2B,
737,PRSS50,ADAMTS1,
12,ZNF434,ZSCAN16,
783,ZBTB44,UBA3,
98,FKBP4,HSP90AB1,
5,PDGFB,BMS1,
636,VIP,PXDN,
226,ATP6V0D1,ATP6AP1,
71,ZNF512,URB1,
127,RPS19BP1,DCTN3,
16,MRPS2,MRPS5,
494,SP6,CCZ1,
6,CDK10,ACTB,
170,MAGEA1,MAGEB6,
21,RPL30,RPL12,
1036,SEMA4F,USO1,
194,ZNF324B,ZNF888,
12,ZNF434,ZNF197,
86,TUBB,MCM8,
12,ZNF18,ZNF483,
110,PDIA4,C15orf24,
22,RBM24,EPPK1,
3,MRPL10,MRPL53,
165,CCDC65,HERC2,
348,FSCN3,GLMN,
3,MRPL41,MRPL22,
145,FAM19A4,DSC2,
327,MLLT6,SGOL1,
11,BIRC5,MED20,
93,UCHL5,RUVBL2,
517,ALKBH3,ASCC1,
3,MRPL39,MRPL46,
5,RRS1,RPL23A,
48,EXOSC3,SKIV2L2,
655,PAPLN,THOP1,
5,RRS1,SRSF5,
408,WRAP73,RNF219,
3,MRPL35,MRPL40,
804,GDE1,DAZAP2,
2,C22orf31,HDAC2,
16,RG9MTD3,MRPS27,
3,RPL13,MRPL28,
967,PIGK,PIGU,
57,PAK6,YWHAZ,
7,ELAVL2,IGF2BP1,
3,RPS8,ICT1,
1,PRPF4,PRPF6,
301,CAMK1D,QPCTL,
20,PIH1D1,POLR2C,
629,SENP1,BLK,
122,IFNG,GOPC,
7,ELAVL2,TRA2B,
711,ATP13A1,VCPIP1,
6,AFM,ACTA2,
54,CETN1,PCID2,
845,MATN3,PBLD,
38,TBC1D14,TRAPPC2L,
83,CCDC92,PSMD8,
1010,TCF7L2,PRMT6,
181,ZCCHC12,PGK2,
83,PSMD7,PSMD4,
3,MRPL35,MRPL27,
971,MGAT4C,MAN2A2,
26,OPN4,STX12,
482,TEX28,LOC100507290,
7,RALYL,YTHDC1,
119,ARPC3,ARPC5L,
3,MRPL42,MRPL19,
1088,TAT,AARSD1,
21,RPL30,STAU1,
71,RPL18A,NOL6,
4,ABHD15,HSPA2,
14,NDUFA8,NDUFA1,
329,KLK2,SERPINE2,
481,ALPL,SEC11C,
3,RPS8,MRPL49,
14,NDUFS6,NDUFS1,
155,SPPL2B,PSEN1,
4,METTL21A,BAG3,
325,RBFA,KBTBD6,
790,WDR16,ASMTL,
3,MRPL12,MRPL44,
399,SSSCA1,EML3,
1275,C17orf101,ATP2C1,
84,HIF1AN,KIAA1804,
1315,RNF217,H1FNT,
17,TUBAL3,CCT2,
422,JOSD2,DUSP28,
542,MAPK10,DDI1,
4,TRMT12,HSPA8,
471,HPD,ASPSCR1,
1,RBM17,SF3B1,
21,C16orf88,RPL36,
243,C7orf46,SNX5,
58,SLC6A5,ATP5F1,
1282,BTNL8,TMEM106B,
155,SPPL2B,LMAN2,
257,VBP1,PFDN1,
16,AURKAIP1,MRPS24,
16,MRPS5,MRPS33,
3,MRPL28,MRPL19,
325,KLHL29,KBTBD7,
20,DOM3Z,GRINL1A,
430,SPINT2,VRK2,
1118,NME3,NME1,
345,C11orf85,CRYBB3,
1034,ADAM33,DGCR2,
318,PHEX,CARKD,
1171,UNC45A,MYO1E,
253,PON2,LRIG2,
7,APOBEC3D,ZFR,
1,ZRSR2,SF3B2,
851,TBX20,DNASE1L2,
186,CPN1,CEP170,
1154,INPP5K,GART,
427,KIF9,FAM188A,
346,DMRTB1,KLHL15,
1228,HOXB5,LYN,
470,HCCS,MARCH7,
1141,RBPMS,GSTZ1,
71,THAP7,RPL18A,
85,KLK15,TUBA4A,
766,TAF15,PRMT1,
523,FAM43A,WRAP53,
77,ZC3H18,SRSF10,
526,CSN1S1,CDKN2AIP,
778,QPCT,ELP3,
1,PRPF3,NHP2L1,
6,POLH,ACTB,
32,JMJD6,U2SURP,
3,MRPL12,RDX,
204,TRPC4AP,DDA1,
45,VPS29,COMMD4,
16,RG9MTD3,MRPS26,
454,DDAH2,EPB41L3,
1,DDX23,SART1,
28,GDI1,RAB18,
1,SNRPN,CD2BP2,
847,ELMOD1,LDHC,
591,LUM,THUMPD1,
7,APOBEC3D,FAM120A,
26,STX6,NBAS,
3,MRPL35,C7orf30,
16,AURKAIP1,MRPS10,
17,WDR86,TCP1,
688,C1orf93,BCAT1,
645,RIBC2,LRP2,
645,AMBN,LRP2,
12,ZNF483,ZNF192,
85,TBCB,TUBA4A,
3,MRPL43,MRPL44,
74,GNAI3,GNB1,
57,FAM163A,YWHAG,
165,CCDC111,ECI2,
136,ATP11B,IFNA21,
136,C2orf84,IFNA21,
21,RPL30,NIP7,
98,CDKL2,HSP90AA1,
1,SNRPG,SNRPD3,
3,RPL13,MRPL27,
877,CD209,HMGCR,
16,MRPS11,MRPS25,
1245,GBP5,SURF1,
920,CCNG2,PPP2R5C,
3,MRPL12,MRPL16,
26,STXBP6,NAPA,
204,UNKL,TRPC4AP,
1,SNRPG,EFTUD2,
1002,WDR34,WDR67,
12,PGBD1,ZKSCAN1,
50,THEMIS,GRB2,
264,ERCC1,SLX1B,
62,CDC42EP4,SEPT14,
457,GAL3ST1,LRIG1,
247,CCRL2,CST4,
44,ZIC1,S100A16,
6,SSH1,ACTB,
3,MRPL35,MRPL15,
307,GNB2L1,MKI67,
21,RBM34,TTF1,
9,TRIM28,ZNF585B,
752,P2RY1,GPR89C,
5,RRS1,RPLP0,
11,NR1I3,MED17,
3,MRPL28,MRP63,
567,UBE2K,ARL15,
162,FHL3,SENP6,
636,PLA2G12A,PXDN,
46,RHOBTB2,TPM2,
701,RELL1,KDSR,
241,CCBL1,YEATS2,
152,TULP3,TUB,
3,MRPL37,MRPL55,
558,ZPLD1,STEAP2,
218,EHF,CST6,
178,BPHL,PPP5C,
56,ANXA5,LRRC15,
736,HLA-E,LRRC24,
257,VBP1,PDRG1,
49,VENTX,TLE3,
286,ICAM1,PEX1,
179,DEFA5,EPHA6,
17,CCT7,TCP1,
127,RPS19BP1,DCTN2,
16,MRPS5,MRPS18C,
357,FAM58A,BIRC6,
8,FCN1,KIAA1549,
243,GATS,SNX2,
17,FBXW4,CCT6B,
11,TCL1B,MED28,
4,TCAP,STUB1,
22,NDRG2,NDRG1,
336,IFIT1B,MAP1A,
34,RNF146,PARP1,
73,ATP6V0A2,ATP6V1F,
26,STXBP6,SNAP23,
3,RPS8,MRPL10,
17,KDM4B,CCT5,
386,G3BP2,G3BP1,
188,C6orf72,HS6ST2,
32,JMJD6,ZRSR1,
198,FBXO6,MAN2B1,
21,RPL14,STAU1,
950,MINPP1,GDAP1,
703,CD300E,PKD2,
5,RRS1,RPL31,
513,TBC1D15,UBXN8,
462,HYLS1,IDE,
132,ATXN7L3,TAF10,
1197,DNAJB14,KHK,
836,TRIM16L,CD46,
56,DDIT4L,LRRC15,
16,MRPS31,MRPS25,
57,SAMD4A,YWHAG,
26,SEC22B,STX7,
4,KCNV2,HSPA8,
37,THAP2,HCFC2,
36,CCDC151,IFT81,
57,SFN,YWHAB,
21,MAK16,RPL30,
318,CARKD,SLC25A30,
773,DKK3,SLC25A5,
188,C6orf72,CALCB,
368,LPAR1,COX3,
304,NXF2,VANGL1,
1051,VILL,TIMM13,
209,SCARA5,GLT25D2,
1013,NOX1,PPP2R3B,
917,AGMAT,BTBD1,
202,GSTM3,FAM120B,
7,GSPT2,HNRNPC,
115,PICK1,GPATCH2,
1,PRPF3,NAA38,
301,CAMK1D,CALM3,
86,TUBB,TUBB4,
4,DSCR4,HSPA8,
14,FUT1,ND5,
753,RNMT,KPNA5,
338,CDCP1,LRFN1,
203,KIAA1683,TTC38,
954,SSC5D,RRAS,
11,CDK8,MED25,
662,PHOSPHO1,ACY1,
687,HNF4A,TP53,
18,CDC20,CKS2,
73,MUC1,CCDC115,
845,C10orf81,PBLD,
23,SMARCE1,SS18L1,
6,C9orf43,ACTA2,
21,RPL30,IMP4,
1102,SLC13A2,TCEB3,
25,DVL3,SNW1,
110,TTC35,TMEM93,
3,RPS8,MRPL18,
1,SNRPF,SF3B1,
336,FAM153B,TAF7,
77,CLK3,SRSF10,
1,C20orf4,EFTUD2,
35,GPN3,POLR1D,
328,CSHL1,UBR4,
439,OFCC1,FLNC,
1,CCDC97,SF3B5,
63,UNC119,ARL3,
14,ECSIT,NDUFS8,
619,RBM42,NADK,
73,ATP6V0A2,ANXA6,
17,SEC31B,CCT6A,
6,DUSP10,EFHD1,
17,GANAB,CCT3,
156,ACSBG2,ZZEF1,
127,RPS19BP1,DCTN1,
3,RPL13,MRPL13,
35,TWISTNB,POLR1B,
508,SESN3,MYCBP2,
619,DDX28,FASTKD2,
77,ZNF645,SRSF10,
899,TRHR,ACP2,
5,RRS1,RPS13,
71,MECP2,NOL6,
1,LSM5,SART1,
557,DYNC1I1,DYNC1I2,
1062,LAMP1,ORC4,
107,EPHA1,XPOT,
749,VWA5A,JRK,
582,ALDH3B1,NUP155,
90,DCAF4,COPS4,
2,MXD1,SAP30L,
144,RSAD2,UBAC1,
17,ODF1,CCT7,
148,RAD17,RFC2,
3,MRPL12,MRPL48,
1,SNRPA1,SNRPD1,
24,CISH,AMBRA1,
343,PPP1R15A,MUM1,
560,VIPR2,C15orf61,
44,TBC1D22B,CASP14,
35,POLR2E,POLR1C,
350,LCMT1,PPP4R2,
175,YBEY,TIMM8A,
17,C17orf102,TXNDC9,
16,MRPS24,MRPS11,
1037,RALB,XPO5,
71,PLEKHO1,URB1,
281,KIF3A,PREP,
987,C1orf212,IL1F6,
83,PSMD5,ADRM1,
181,IP6K2,PGK2,
799,CDH13,VMP1,
357,C3orf20,BIRC6,
658,C3orf1,ACAD9,
17,TUBAL3,CCT3,
83,CCDC92,PSMD4,
5,RPL8,RPLP2,
389,AMACR,PSMG4,
3,MRPL37,MRPL40,
1244,MKX,TBL1XR1,
1214,NTF3,PYGL,
1126,KDELR1,UBQLN4,
1092,CYP4V2,NEMF,
26,SEC22B,STX6,
296,EAF1,C9orf114,
1010,LEF1,PRMT6,
2,C22orf31,HDAC1,
69,DPEP3,HSPA5,
510,EDIL3,TF,
95,SLC25A36,NME2P1,
156,WNT9B,NDUFA2,
314,ODF4,TMBIM6,
16,RPL6,MRPS5,
1,SNRPE,SNRNP40,
1054,MRRF,IBA57,
13,FCHO1,AP1B1,
121,GTF3C3,GTF3C5,
97,PEX19,HSD17B11,
3,MRPL10,MRPL14,
61,SCGB2A2,SLC25A4,
1002,IL22RA2,WDR67,
1079,ERLEC1,ATF6B,
257,PFDN4,PDRG1,
1,SNRPF,SNRNP40,
967,PIGK,PIGT,
21,RPL30,ZNF189,
21,KIAA0020,RPL36,
124,TMEM30B,DSC3,
20,POLR2G,POLR2C,
1282,BTNL8,ATRN,
695,KCNJ6,LRRC1,
1,SNRPE,SF3B5,
218,PLEKHB2,CST6,
3,MRPL12,C7orf30,
34,WDR76,SSRP1,
3,MRPL39,MRPL11,
38,CABS1,TRAPPC2,
58,ATP5F1,ATPIF1,
96,PSMC4,PSMC6,
6,C9orf43,ACTBL2,
1,DDX23,C20orf4,
980,TRIB2,UBE2E1,
429,CAMK4,PPP6R2,
607,WDR55,WDR12,
88,TRIM44,ANKRD30B,
432,EXT2,C14orf21,
71,MECP2,RPL10A,
719,SLC37A3,RNASEL,
16,MRPS11,DDX55,
213,ANKMY2,GUCY1A3,
86,TUBB2A,TUBB3,
37,CXXC1,RBBP5,
2,ZBTB46,MTA1,
887,PGLYRP1,CNRIP1,
1313,DDX17,DDX5,
17,FBXW4,CCT5,
3,MRPL42,MRPL48,
38,KANK4,TRAPPC5,
153,KIAA1737,ZMYM4,
360,PRKCZ,PARD6A,
729,RND2,USP47,
817,FN3KRP,DOHH,
1096,CORT,MB,
361,LRRC36,CNDP2,
93,UCHL5,RUVBL1,
85,CRISP2,TUBA4A,
819,DNAJB2,RLIM,
3,MRPL12,MRPL41,
12,ZKSCAN4,ZNF24,
98,ITK,HSP90AB1,
253,PON2,RNF130,
119,ACTR3,ARPC5L,
69,CPA2,HSPA5,
101,ZNF35,ARIH1,
843,ALDH1L2,WDR11,
95,RDH5,GNPNAT1,
545,PSEN2,RNF115,
171,TTLL1,KIAA1841,
506,RASD2,LRP5,
21,BAAT,STAU1,
547,FOXR1,YEATS4,
89,OSTalpha,UBB,
950,GIMAP1,MINPP1,
774,DUSP21,ACTR3C,
141,GEMIN8,SMN2,
243,C7orf46,SNX2,
49,TNNI2,TLE1,
310,IQCF1,DAK,
991,IL12RB2,LOC100507680,
704,ZBTB39,FOXK1,
17,PEX7,CCT5,
3,RPL13,MRPL47,
3,MRPL12,MRPL28,
21,RPL37A,IMP4,
96,PSMC1,PSMD1,
3,RPS8,MRPL22,
29,VAPB,PITPNM3,
56,RASGRP4,DSG4,
2,PHF23,BRMS1L,
1124,SOCS3,RGP1,
785,C4orf43,TNPO1,
59,LGALS3BP,TUBG1,
4,HTR1E,C1orf222,
105,LRFN4,TMEM39B,
3,MRPL37,MRPL45,
33,PSMA1,PSMA5,
1073,DENR,VDAC2,
535,FAM86A,EEF2,
770,C4orf3,GCN1L1,
530,ST6GAL1,INTS3,
850,CDK13,KEAP1,
601,SLC39A12,VKORC1L1,
971,B4GALT6,MAN2A2,
393,MYLIP,PAF1,
380,PCDHB11,TMEM57,
1,KIAA1143,ZNHIT2,
14,NDUFS6,NDUFA1,
1092,ZNF490,NEMF,
17,ODF1,PDCL,
293,SUCLG2,DNAJC12,
61,SCGB2A2,MAN2A1,
70,SIRT4,HSPD1,
395,ALDH1B1,SUFU,
480,SYT11,PDLIM7,
755,SPDEF,FASTKD1,
17,RAP2C,CCT7,
267,ILDR1,ITCH,
498,FBXL5,MMS19,
874,TMEM206,CSE1L,
119,ARPC3,ARPC1A,
83,PSMD5,PSMD8,
62,SEPT10,SEPT4,
234,CPSF4,TTYH1,
57,STAC,YWHAE,
476,GSG1,IL1F7,
261,KLHL22,GLUD1,
414,NYX,COX16,
81,C19orf44,GAPDHS,
3,MRPL50,MRPL14,
475,ICAM2,YIF1B,
331,GDNF,ARMC8,
21,CNBP,ZNF48,
161,DGCR8,DNTTIP2,
366,ALOXE3,EDEM3,
590,MTX2,IMMT,
98,CDKL4,HSP90AA1,
48,EXOSC8,ZCCHC8,
65,MMP2,COL4A6,
25,WDR83,SNW1,
1196,HCFC1R1,OGT,
6,PPP1R1B,ACTBL2,
736,HLA-E,HLA-F,
598,TMPRSS11B,CD151,
185,PDZK1,SLC1A3,
285,UBE2B,UBE2A,
420,PYCR2,PYCRL,
679,FGF9,SUPT4H1,
119,ACTR3,ARPC4,
57,RALGPS2,YWHAZ,
17,CCT3,PDCL3,
3,MRPL12,MRPL20,
3,MRPL37,MRPL49,
1,PRPF3,SNRPD2,
31,PPP1CC,CSRNP2,
522,GPR55,ARRB2,
3,MRPL37,MRPL46,
18,CCNA2,MTBP,
553,CDO1,TXNRD1,
806,CCNJL,TRIM65,
21,RBM34,IMP4,
26,NAPG,NAPA,
56,HEATR1,LRRC15,
3,MRPL37,MRPL27,
3,RPL13,MRPL55,
504,TRIP13,CPSF3L,
920,CCNG2,PPP2R5E,
21,CNBP,RPL30,
56,GSC,DSG4,
648,NAP1L1,RPL36A,
467,EMID1,YTHDF1,
109,NCAPD3,PPP2R1B,
5,RRS1,RPL13A,
465,BIN3,SEC63,
20,SYDE1,POLR2I,
122,GOPC,TFAM,
23,SMARCD1,JMJD7-PLA2G4B,
741,PFKP,PFKM,
329,KLK2,APLP2,
181,SENP2,PGK2,
786,WDR4,XPNPEP1,
1,PRPF4,NAA38,
218,ANXA11,CST6,
17,CCT7,WDR77,
3,MRPL39,MRPL18,
999,KLF15,ADD3,
14,TMEM126B,NDUFC2,
8,LGALS3,PTPRZ1,
15,CDCA8,DCLK1,
718,SLC2A12,CYBA,
177,RPGR,LRWD1,
4,EPB42,HSPA8,
280,EDEM2,SLC38A10,
959,NOV,RELA,
302,ZNF555,KIAA0802,
17,TTLL3,CCT7,
737,PRSS50,PIGS,
124,TMEM30B,ACVR1B,
684,OSBPL5,KLHL23,
7,GSPT2,FAM120A,
32,CPSF6,RBBP6,
2,CYBRD1,HDAC2,
57,NKD2,YWHAE,
419,HLA-DPA1,HS3ST3B1,
97,PEX19,HIGD2A,
388,LYPD4,KIAA0415,
1,PRPF3,SNRPD1,
366,MORN3,ALOXE3,
16,MRPS31,MRPS26,
364,F11,CRELD2,
1,LSM5,SNRPD2,
734,GNS,CAPN2,
49,ADAM2,TTN,
384,REEP1,REEP2,
41,C11orf57,CASC3,
444,TMEM44,SPAG9,
104,SRBD1,PPP3R1,
18,CDC20,CDK1,
1,TSSC4,SNRPD2,
3,MRPL50,MRPL12,
1154,INPP5K,ABHD10,
1,PRPF4,LSM4,
289,IL13RA2,ECHDC1,
20,DOM3Z,RPAP2,
507,C19orf54,EHD1,
195,PRDX3,XIAP,
57,STAC,YWHAZ,
1171,UNC45A,MYO1C,
11,TCL1B,MED9,
205,GPR3,APOD,
489,CENPA,MIS18A,
897,RIC3,TMUB1,
4,TCAP,HSPA4,
75,SMR3A,TRIM68,
835,MAS1,ATP6V1H,
464,THSD4,OFD1,
21,RPL30,RPL26,
8,LGALS9C,LGALS9,
3,RPL13,MRPL48,
785,C4orf43,SEC24D,
562,CACNG5,ZNF770,
20,LMO2,POLR2I,
1,SNRNP40,SNRPD2,
19,HBM,LYZ,
970,TRPT1,ZYG11B,
412,C9orf6,CBY1,
831,CAPN6,FAM101B,
46,SCG3,MRE11A,
16,MRPS15,MRPS28,
861,P2RX5,BRAT1,
16,RPL6,PTCD3,
1,DDX23,TXNL4A,
4,FKSG43,HSPA8,
439,PAX4,FLNC,
654,CYP2S1,CXADR,
1114,ESAM,MDC1,
70,HSPD1,GFM1,
1167,F2RL1,INTS12,
37,WDR5,DR1,
1035,KLHL34,HSPA1B,
194,RPF1,ZBTB11,
21,RPL37A,C16orf88,
96,PSMC3,PSMD2,
23,SMARCC2,SS18L1,
1044,FAS,INTS2,
21,RPL37A,NIP7,
44,TBC1D22B,S100A16,
133,AMMECR1,CLP1,
215,DDX19A,NUP62,
156,WFDC10A,HECTD3,
44,FTH1,TGM3,
585,CDK18,FGR,
57,NKD2,YWHAB,
284,MYL6,MYH10,
25,WDR83,CDC5L,
575,CYP39A1,HERC3,
430,FAM187B,VRK2,
46,AGBL2,TPM2,
409,APLNR,OGG1,
5,RRS1,BMS1,
58,ZFYVE27,ATP5C1,
1,SNRPE,PRPF31,
106,B2M,TMEM194A,
907,DLX4,GPC6,
573,SUV39H2,AP4S1,
1069,TRNAU1AP,PRPF39,
321,RTN1,DERL2,
500,WNT1,UBR3,
191,UQCRH,UQCRC1,
559,CHRM3,FTSJ1,
6,CFL1,ACTBL2,
220,RNF166,AMOTL1,
677,SH2D2A,PEAK1,
17,DNAI2,CCT4,
442,EIF2C3,AP3M1,
71,RRP8,RRP1B,
17,C1orf127,CCT3,
16,MRPS5,MRPS26,
1128,HSPBAP1,NCALD,
21,PRR11,ZNF189,
159,YIPF3,SYNGR1,
682,ANKRD18A,TTC33,
445,BCHE,NHP2,
3,MRPL12,MRP63,
174,ERP44,BTD,
324,FSD1,FBXO46,
956,CASP1,KIF11,
1175,VAX2,CHMP4A,
6,ACP1,ACTB,
57,STAC,YWHAB,
182,GIMAP2,FBP1,
60,SLC13A5,EEF1A2,
179,DEFA5,C2orf7,
21,RPL30,TTF1,
11,NR1I3,MED13,
179,DEFA5,NID1,
17,KLHL33,CCT5,
48,EXOSC8,EXOSC4,
28,RAB1A,RABGGTA,
123,STBD1,AGL,
364,WISP3,CRELD2,
71,MECP2,ESF1,
11,CDK19,MED27,
19,GDPD1,APOA2,
17,TUBA3E,CCT2,
13,AP2M1,CLINT1,
3,MRPL12,MRPL39,
8,LGALS3,ECE1,
14,NDUFA8,NDUFS2,
526,CSN1S1,ETV3,
870,PPFIBP1,KANK2,
58,ATP5F1,LASS2,
1,KIAA1143,PRPF6,
990,IDO2,SMARCA1,
161,ZNF2,DNTTIP2,
17,KDM4B,TCP1,
244,PLXNB1,HBA2,
57,SAMD4B,YWHAE,
48,EXOSC8,EXOSC9,
15,HAX1,CALB2,
24,CUL5,TCEB1,
8,LGALS3,PTGFRN,
141,DDX20,SMN2,
3,RPS8,MRPL15,
71,ZNF512,RRP8,
441,FGB,UBA1,
130,CD74,COPG,
8,LGALS9C,LGALS3,
682,E2F8,TTC33,
54,ZFAND5,CETN1,
635,FAM63B,C3orf21,
17,MAPK15,CCT2,
46,YIPF1,TPM2,
1012,LIPH,NUDCD1,
183,HAVCR2,UTP18,
96,PSMC4,PSMD2,
19,SNX27,LYZ,
740,PCDHA12,TCEAL2,
239,CATSPER4,POTEF,
806,CCNJL,STC2,
439,MFN1,FLNC,
83,CCDC92,PSMD3,
41,PRPF40A,ACIN1,
17,WDR86,CCT7,
907,DLX4,DIS3,
507,MUSK,ZFYVE20,
5,RRS1,RPS17,
1240,FCGR3A,RAB32,
404,ETNK2,RAB11B,
1,SNRPA1,SF3B3,
2,TCF19,GATAD2B,
38,CABS1,TRAPPC5,
5,RRS1,C8orf33,
71,RPL10A,RPL18A,
26,SEC22B,STX10,
3,MRPL28,MRPL44,
193,CDCA5,SMC3,
108,SEC13,SEC16A,
260,ZNF32,RELL2,
940,HVCN1,MUCL1,
14,NDUFB11,NDUFS3,
39,FBXW11,ELAVL4,
319,SLC25A32,CBFB,
91,RASL10A,RAP1B,
227,ULK4,ANKRD40,
109,PTPDC1,PPP2R2A,
644,C8orf84,ZNF703,
7,LUC7L2,LARP1,
14,NDUFS6,NDUFB10,
13,SNX9,AP2B1,
3,RPS8,MRPL32,
267,PRRG3,NEDD4,
349,KIRREL2,MANBA,
668,MUC20,SLC25A14,
16,MRPS11,MRPS28,
305,TICAM1,CARM1,
515,PNLIP,RSAD1,
1149,RGS4,PREPL,
521,PPP1R16B,PXDNL,
446,C9orf64,PPIAL4G,
949,NODAL,RSPRY1,
5,EBNA1BP2,RPL7A,
4,ABHD15,STIP1,
900,DUSP22,GNA11,
86,TUBB3,TCP11L1,
7,APOBEC3D,ZNF326,
632,VCAM1,INTS8,
21,CNBP,RBM34,
73,SERINC2,ATP6V0A2,
24,RAB40AL,TCEB1,
9,TRIM28,ZNF766,
820,C22orf32,MYLK2,
48,EXOSC1,EXOSC9,
498,MMS19,FAM96B,
62,SEPT3,CBR4,
607,WDR55,PES1,
42,HIST1H3A,ASF1A,
1,SNRPE,SF3B14,
674,C17orf90,TRMT61B,
3,MRPL12,ICT1,
470,PLIN3,HCCS,
21,NPM1,RBM34,
601,SLC39A12,POM121C,
424,MAFF,NEK9,
559,CHRM3,C1orf112,
467,MFGE8,YTHDF1,
33,PSMB3,PSMA4,
117,SMPD1,CANX,
618,ARHGEF35,TYMS,
41,C11orf57,NCBP1,
205,TSNARE1,APOD,
1207,LCA5,SSNA1,
17,WDR86,PDCL,
3,MRPL12,MRPL15,
203,KIAA1683,TCF25,
820,C12orf65,MYLK2,
875,P2RY12,TM9SF3,
128,AUP1,PTP4A1,
1,SNRPG,SNRPC,
7,ELAVL2,PABPC1,
876,LPAR4,XPO1,
3,MRPL37,MRPL11,
835,MAS1,EARS2,
524,TMCO3,ADCK2,
1099,KITLG,SLC22A18,
39,BTRC,BHLHE40,
326,BYSL,DDX10,
228,CA10,MTHFD1,
485,ZNF23,HDGFRP3,
1063,UXS1,DDX1,
69,SDF2,HSPA5,
17,ODF1,CCT6A,
350,SMEK1,PPP2R4,
3,MRPL28,MRPL37,
161,ZNF2,MLF1IP,
198,FBXO6,PRCP,
28,RAB2B,RAB18,
155,SPPL2B,GPR172A,
227,F12,ANKRD40,
17,KLHL33,CCT8,
4,TRMT12,HSPA4,
673,EFCAB4A,C19orf52,
26,STX18,BET1L,
140,VSX1,USP12,
7,CELF5,ELAVL2,
420,PPAT,NUDT5,
51,IMPDH1,MTCH1,
671,CKLF,APOB,
221,GNA15,FECH,
224,OXNAD1,SRR,
82,MPI,SERPINA3,
343,PPP1R15A,BBX,
1023,GRHL3,VSIG8,
3,MRPL12,MRPL27,
11,CDK19,MED31,
5,RPL8,RPS24,
14,NDUFS6,NDUFS8,
3,RPS8,MRPL40,
4,GPR6,HSPA8,
1266,UBXN2B,PPP1R11,
16,RG9MTD3,MRPS14,
90,DCAF11,GPS1,
